Ticker
GDV
GAB
GGZ
GGT
GUT
GFA
GCAP
GBL
GNT
GME
GPS
GDI
IT
GLOG
GLOP
GTES
GATX
GMTA
GZT
GCP
GNK
GNRT
GNRC
GAM
BGC
GD
GEK
GE
GIS
GM
GCO
GWR
GEL
GEN
GNE
G
GPC
GNW
GEO
GPRK
GPJA
GGB
GTY
GGP
GIG
GIL
GLT
GKOS
GSK
BRSS
GMRE
GNL
GLP
GPN
GSL
GLOB
GMED
GMS
GNC
GDDY
GOL
GFI
GG
GSBD
GS
GER
GMZ
GRC
GPX
GGG
GHM
GHC
GPT
GRAM
GVA
GPMT
GPK
GTN
GTN.A
AJX
AJXA
GXP
GWB
GDOT
GBX
GHL
GEF
GEF.B
GFF
GPI
GRUB
PAC
ASR
AVAL
SUPV
TV
GTT
GSH
GES
GGM
GPM
GOF
GBAB
GWRE
HRB
FUL
HAE
HK
HAL
HYH
HBB
HBI
HASI
HOG
HMY
HRS
HSC
HHS
HGH
HIG
HVT
HVT.A
HE
HCHC
HCA
HCI
HCP
HDB
HR
HTA
HL
HEI
HEI.A
HLX
HP
HLF
HRI
HTGC
HTGX
HRTG
HT
HSY
HTZ
HES
HESM
HPE
HXL
HF
HCLP
HFRO
HPR
HIW
HIL
HI
HRC
HTH
HGV
HLT
HNI
HMLP
HEP
HFC
HD
HMC
HON
HMN
HZN
HTFA
HRL
HOS
HST
HLI
HOV
HHC
HPQ
HRG
HSBC
HSEA
HSEB
HMI
HNP
HUBB
HUBS
HBM
HUD
HPP
HGT
HUM
HII
HUN
H
HY
IAG
IBN
IDA
IEX
IDT
ITW
IMAX
ICD
IHC
IRT
IFN
IBA
INFY
HIFR
ING
ISF
ISG
IR
NGVT
INGR
IIPR
IPHI
INSI
NSP
IBP
INST
ITGR
I
ICE
IHG
IFF
IBM
IGT
IP
INSW
IPG
INXN
IPI
XON
IVC
VBF
VCV
VTA
IHIT
IHTA
VLT
IVR
OIA
VMO
VKQ
VPV
IVZ
IQI
VVR
VTN
VGM
IIM
ITG
IRET
NVTA
INVH
IO
IQV
IRM
IRS
ICL
STAR
ITCB
ITUB
ITT
IVH
JPM
JAX
JILL
JCP
SJM
JBL
JEC
JAG
JHX
JHG
JOF
JBGS
JELD
JCAP
JT
JKS
JMP
JMPB
JMPD
JBT
BTO
HEQ
JHS
JHI
HPF
HPI
HPS
PDT
HTD
HTY
JW.A
JW.B
JNJ
JCI
JONE
JLL
JMEI
JNPR
JP
JE
LRN
KAI
KDMN
KAMN
KSU
KS
KAR
KED
KYE
KMF
KYN
KB
KBH
KBR
KAP
FRAC
K
KEM
KMPA
KMPR
KMT
KW
KEN
KEG
KEY
KEYS
KRC
KRP
KMB
KIM
KMI
KND
KFS
KGC
KEX
KL
KRG
KKR
KIO
KREF
KMG
KNX
KNL
KNOP
KN
KSS
PHG
KOP
KEP
KF
KFY
KOS
KRA
KR
KRO
KT
KYO
LB
SCX
LLL
LQ
LH
LADR
LW
LCI
LPI
LVS
LHO
LTM
LDF
LGI
LAZ
LOR
LZB
LCII
LFGR
LEA
LEE
LGC
LM
LMHA
LMHB
LEG
JBK
KTH
KTN
KTP
LDOS
LEJU
LC
LEN
LEN.B
LII
LUK
LXP
LPL
USA
ASG
LBRT
LPT
LSI
LITB
LNC
LNN
LN
LKM
LGF.A
LGF.B
LAD
LAC
LYV
LYG
SCD
LMT
L
LOMA
LPX
LOW
LXU
LKSD
LTC
LUB
LL
LXFR
LXFT
LDL
WLH
LYB
MTB
MDC
MHO
MAC
CLI
MFD
MGU
MIC
BMA
M
MCN
MSP
MMP
MGA
MX
MHLA
MHNC
MAIN
MMD
MNK
MZF
MANU
MTW
MN
MAN
MFC
MRO
MPC
MMI
MCS
MRIN
MPX
HZO
MKL
VAC
MMC
MLM
MAS
DOOR
MTZ
MA
MTDR
MTRN
MATX
MLP
MAXR
MMS
MXL
MBI
MKC
MDR
MCD
MUX
MCK
MDU
MTL
MRT
MPW
MED
MCC
MCV
MCX
MDLQ
MDLX
MDLY
MD
MDT
MRK
MCY
MDP
MTH
MTOR
PIY
MTR
MSB
MEI
MET
MCB
MTD
MXE
MXF
MFA
MFO
MFCB
MCR
MGF
MIN
MMT
MFM
MFV
MTG
MGP
MGM
KORS
MFGP
MAA
MSL
MPO
MCRN
MLR
HIE
MTX
MG
MTU
MIXT
MFG
MBT
MODN
MOD
MC
MHK
MOH
TAP
TAP.A
MNR
MON
MCO
MOG.A
MOG.B
MS
APF
CAF
MSD
EDD
MSF
IIF
MOSC
MOS
MSI
MOV
MPLX
MRC
ICB
HJV
MSA
MSM
MSCI
MSGN
MLI
MWA
MULE
MUR
MUSA
MVO
MVC
MVCD
MYE
MYOV
NBR
NC
NTP
NTEST
NTEST.A
NTEST.B
NTEST.C
NBHC
NFG
NGG
NHI
NOV
NPK
NNN
SID
NSA
NSM
NGS
NGVC
NRP
NTZ
NLS
NCI
NVGS
NNA
NM
NAP
NMM
NAV
NCS
NCR
NP
NNI
NPTN
NETS
NVRO
HYB
GF
NWHM
IRL
NEWM
NMFC
EDU
NEWR
NRZ
SNR
NWY
NYCB
NYRT
NYT
NWL
NFX
NJR
NEU
NEM
NR
NEXA
NXRT
NHF
NEP
NEE
NGL
NLSN
NKE
NINE
NI
NL
NOAH
NE
NBL
NBLX
NOK
NOMD
NMR
OSB
NAO
NAT
JWN
NSC
NOA
NRT
NOC
NRE
NWN
NWE
NCLH
NVS
NVO
DNOW
NRG
NYLD
NYLD.A
DCM
NUS
NUE
NS
NSH
NSS
NTR
JMLP
NVG
NUV
NUW
NEA
NAZ
NBB
NBD
NKX
NCB
NCA
NAC
NTC
JCE
JCO
JQC
JDD
DIAX
JEMD
JMF
NEV
JFR
JRO
NKG
JGH
JHA
JHY
JHD
JHB
NXC
NXN
NID
NMY
NMT
NUM
NMS
NOM
JLS
JMM
NHA
NZF
NMZ
NMI
NJV
NXJ
NRK
NYV
NNY
NAN
NNC
NUO
NPN
NQP
JPC
JPS
JPT
JPI
NAD
JRI
JRS
BXMX
SPXX
NIM
NXP
NXQ
NXR
NSL
JSD
JTD
JTA
NTX
NPV
NIQ
JMT
NVR
OAK
OSLE
OMP
OAS
OBE
OXY
OII
OZM
OCIP
OCN
OFG
OGE
OIBR.C
OIS
ODC
ORI
OLN
OMAA
OMAM
OHI
OMC
OMN
ASGN
ONDK
OGS
OLP
OMAD
OMF
OKE
OOMA
OPY
ORCL
ORAN
OA
ORC
OEC
ORN
IX
ORA
OSK
OR
OUT
OSG
OMI
OC
OI
OXM
PAI
ROYT
PCG
PKG
PAGS
PANW
PAM
P
PHX
PARR
PAR
PGRE
PKE
PK
PKD
PH
PE
PRTY
PAYC
PBF
PBFX
BTU
PSO
PEB
PBA
PGH
PEI
PFSI
PMT
PAG
PNR
PEN
PFGC
PKI
PBT
PRGO
PZE
PTR
PBR
PBR.A
PQ
PFE
PGTI
PHH
PM
PSX
PSXP
FENG
DOC
PDM
PIR
PCQ
PCK
PZC
PCM
PTY
PCN
PCI
PDI
PGP
PHK
PKO
PFL
PFN
PMF
PML
PMX
PNF
PNI
PYN
RCS
PF
PNW
PES
PHD
PHT
MAV
MHI
PXD
PJC
PBI
PJT
PAA
PAGP
PLNT
PLT
PAH
AGS
PHI
PGEM
PNC
PNM
PII
POL
POR
PKX
POST
PPDF
PPG
PPX
PPL
PYS
PYT
PQG
PX
PDS
APTS
PBH
PVG
PRI
PGZ
PRA
PG
PGR
PLD
PUMP
PRO
PBB
PB
PRLB
PFS
PFK
PJH
PRH
PRU
GHY
PUK
ISD
PSB
TLK
PEG
PSA
PHM
PSTG
PCF
PMM
PIM
PMO
PPT
PVH
PZN
QTWO
QEP
QGEN
QTS
QUAD
KWR
QCP
NX
PWR
QTM
QD
DGX
QES
QHC
QUOT
CTAA
CTBB
CTDD
CTU
CTV
CTW
CTX
CTY
CTZ
RRD
RDN
RAS
RFT
RFTA
RL
RPT
RRC
RNGR
RJF
RYAM
RYN
RTN
RMAX
RLGY
O
RHT
RLH
RWT
RBC
RWGE
REG
RM
RF
RGS
RGA
RZA
RZB
RS
RENX
RELX
RNR
SOL
RENN
RSG
RMD
REN
RFP
RSO
QSR
RPAI
REVG
REV
REX
REXR
RXN
RH
RMP
RNG
RIO
RBA
RAD
RIV
OPP
RLI
RLJ
RRTS
RHI
ROK
COL
RCI
ROG
ROL
ROP
RST
RDC
RY
RBS
RCL
RDS.A
RDS.B
RGT
RMT
RVT
RES
RPM
RSPP
RTEC
RYB
R
RYI
RHP
SPGI
SBR
SB
SFE
SAFE
SAIL
CRM
SMM
SBH
SJT
SN
SD
SDT
SDR
PER
SNY
SC
SAP
SAB
SAR
SSL
BFS
SCG
SLB
SNDR
SWM
SAIC
SALT
SLTB
SBBC
SBNA
STNG
SMG
KMM
KTF
KST
KSM
SE
SA
CKH
SMHI
SDRL
SDLP
SEE
SSW
SSWA
SSWN
SEAS
JBN
JBR
WTTR
SEM
SGZA
SEMG
SMI
SRE
SEND
ST
SXT
SQNS
SRG
SCI
SERV
NOW
SHAK
SJR
SHLX
SHW
SHG
SFL
SHOP
SSTK
SBGL
SIG
SBOW
SPG
SSD
SHI
SITE
SIX
SJW
SKM
SKX
SLG
SM
SFS
SNN
AOS
SNAP
SNA
IPOA
SQM
SOGO
SOI
SAH
SON
SNE
BID
SOR
SJI
SXE
SO
SOJA
SOJB
SOJC
SCCO
LUV
SWX
SWN
SPA
SPE
SEP
SPB
TRK
SR
SPR
SAVE
SRC
SRLP
S
SPXC
FLOW
SQ
JOE
STAG
SSI
SMP
SXI
SWJ
SWK
SWP
STN
SGU
SRT
STWD
STT
STO
SPLP
SCS
SCA
SCM
SCL
STE
STL
STC
SF
SFB
STM
SGY
EDF
EDI
STON
SRI
STOR
GJH
GJO
GJS
SYK
RGR
SPH
SMFG
INN
SUM
SMLP
SUI
SLF
SXCP
SXC
SU
SUN
SHO
STI
SPN
SUP
SVU
SLD
SLDA
SWZ
SWCH
SYF
SNX
SNV
GJP
GJR
GJT
GJV
SYY
SYX
DATA
TAHO
TLRD
TWN
TSM
TAL
TEGP
TEP
SKT
TPR
TRGP
TGT
TARO
TTM
TCO
TMHC
TCP
TCF
TSI
TEL
TISI
FTI
TECK
TK
TGP
TOO
TNK
GCI
TGNA
TRC
HQH
THQ
HQL
THW
TDOC
TLRA
TEO
TI
TI.A
TDY
TFX
VIV
TEF
TDA
TDE
TDI
TDJ
TDS
TU
TDF
EMF
TEI
GIM
TPX
TS
THC
TNC
TEN
TVC
TVE
TDC
TER
TEX
TX
TNH
TRNO
TTI
TEVA
TPL
TGH
TXT
AES
BX
CEE
SCHW
COO
GRX
GDL
THG
THGA
MSG
RUBI
TRV
TMO
THR
TPRE
TSLF
TCRX
TCRZ
TRI
THO
TDW
TIER
TIF
TLYS
TSU
TWX
TKR
TMST
TWI
TJX
TOL
TR
BLD
TMK
TTC
TD
NDP
TYG
NTG
TTP
TPZ
TOT
TSS
TOWR
TSQ
TM
TPGE
TPGH
TRTX
TSLX
TAC
TRP
TCI
TDG
TLP
RIG
TGS
TRU
TVPT
TREC
TG
THS
TREX
TY
TPH
TCAP
TCCA
TCCB
TRCO
TNET
TRN
TSE
TPVG
TPVY
GTS
TRTN
TGI
TROX
TBI
TNP
TUP
TKC
TPB
TRQ
TPC
TWLO
TWTR
TWO
TYL
TSN
USB
USPH
SLCA
UBS
UGI
UGP
UMH
UA
UAA
UFI
UNF
UN
UL
UNP
UIS
UNT
UAL
UDR
UMC
UPS
URI
USM
UZA
UZB
UZC
X
UTX
UNH
UTL
UNVR
UVV
UHT
UHS
UVE
UTI
UNM
UE
UBA
UBP
USFD
USAC
USNA
USDP
USG
BIF
VFC
EGY
MTN
VALE
VRX
VLO
VLP
VHI
VR
VLY
VMI
VVV
VAR
VGR
VVC
VEC
VEDL
VEEV
VNTR
VTRB
VTR
VER
PAY
VRTV
VZ
VZA
VET
VRS
VSM
VVI
VICI
VCO
VNCE
VIPS
ZTR
VGI
ZF
V
VSH
VPG
VSTO
VST
VSI
VSLR
VMW
VOC
VCRA
VG
VNO
VJET
IAE
IHD
VOYA
IGA
IGD
IDE
IID
IRR
PPR
VMC
WTI
WPC
WRB
GRA
GWW
WNC
WBC
WDR
WAGE
WD
WMT
DIS
HCC
WPG
WRE
WCN
WM
WAT
WSO
WSO.B
WTS
W
WFT
WBS
WEC
WTW
WRI
WMK
WBT
WCG
WFC
EOD
WELL
WAIR
WCC
WST
WR
WAL
WALA
WEA
TLI
EMD
GDO
EHI
HIX
HIO
HYI
SBI
IGI
MMU
WMC
DMO
MTT
MHF
MNP
GFY
WIW
WIA
WGP
WES
WU
WAB
WLK
WLKP
WMLP
WBK
WRK
WHG
WEX
WY
WGL
WPM
WHR
WTM
WSR
WLL
WOW
WRD
WG
WMB
WPZ
WSM
WGO
WIT
WNS
WWW
WF
WK
INT
WWE
WP
WOR
WPP
WPX
WPXP
WYN
XFLT
XHR
XRM
XRX
XIN
XL
XOXO
XPO
XYL
AUY
YELP
YEXT
YGE
YRD
YPF
YUMC
YUM
ZAYO
ZEN
ZBH
ZBK
ZOES
ZTS
ZTO
ZYME
